unique_id,academic_year,exam_type,course,year,subject,topic,subtopic,question
488,12-13,Mid Term,,1st,physics,,,"--- Page 1 ---
GLA University, Mathura | set-p |
Ist Term Examination, 2012-13 | Set-D

Course: B.Tech (1-Year) Semester - Il
Subject: Physics - 1! (AHP-102) Uak, Bell Me.ccccsssvsvsessese
Time: 1 ; Hours Total Marks: 20
Notes:
1) Answer all questions, Section A is compulsory, Any Two from Section B and Any Two from
Section C.

2) All parts of a question (a, b, ctc.) should be answered at one place.

3) Answer should be brief and to-the-point and be supplemented with neat sketches.
4) Any missing or wrong data may be assumed suitably giving proper justification.
5) Figures on the right-hand side margin indicate full marks.

Section A
Attempt all parts of this question. 8x O05=4

Q.1(i) Which of the following pairs of the phenomena illustrate the particle aspect of the wave
particle duality?"
489,12-13,Mid Term,,1st,physics,,,":

* Compton effect and Photoelectric effect © Compton effect and diffraction

* Photoelectric effect and polarisation * Compton effect and interference
Q.1(ii) Of the following particles moving with same velocity, the one which has largest wavelength is

* aproton * an Sodium atom * an electron *an a — particle
Q.1(iii) Uncertainty relation cannot hold for

* Position and linear momentum ® linear momentum and time

® energy and time * angular momentum and angular displacement

Q.1(iv) Phase velocity(v,) of the de-Broglie wave associated with a particle moving with velocity v is
given by (here c is the velocity of light)

*v,= cv v= *vy=cWw *v=clv

Q.\(v) A particle having the wavefunction y = Ax is moving between x = 0 to x = lalong x-axis.
The normalized wavefunction of this particle would be

© y=(3)'""x © y =(2)'*x ey =(3)'?"
490,12-13,Mid Term,,1st,physics,,,x?
491,12-13,Mid Term,,1st,physics,,,"* y=(3)'""x

Q.1(vi) The least kinetic energy of a proton moving (freely) in a one dimension in an infinite high
potential box of width 1 A

* 6.03 « 10°'* Joule *13.16* 10"" Joule —* 3.29 « 107! Joule © 2.42 « 10°"" Joule
Q.1(vii) Bragg’s diffraction occurs with

* sound waves * x-rays © light rays * both with sound waves and light rays

Q.1(viii) Compton shift is maximum at scattering angle (6) equal to

* 90° ° 45° °0” * 180°
Section - B
Attempt any two questions. 3*x2=6
Q.1 A particle of rest mass mo has relativistic kinetic energy K. Show that its de- Broglie wavelength is
given by the expression

2. = he{K(K+2mec*)}""""
Calculate the wavelength of matter wave associated with an clectron of kinetic energy 1 MeV.
Q.2 State uncertainty principle. What is the uncertainty in the position of wavelength 5000 A if this
wavelength is known to an accuracy of one part in a thousand?"
492,12-13,Mid Term,,1st,physics,,,Q.3 What is wavefunction?
493,12-13,Mid Term,,1st,physics,,,"Derive Schrodinger time dependent equation,

Section - C

Attempt any two questions. §x2=10

Q.1 Define phase velocity and group velocity. Establish the relation between phase velocity and gro
velocity in dispersive medium. Prove that the group velocity is equal to the velocity of the particle.

Q.2 A particle is moving in a one dimensional rigid box of length L. The potential energy (V) of thi
particle is as follows

Vea, forx<Oandx>L

V=0, forO0<x<L

Solving the Schrodinger equation obtain the energy cigen values and normalized wavefunction for th
particle.

Q.3What is Compton shift?"
494,12-13,Mid Term,,1st,physics,,,"Derive an expression for Compton shift and explain very briefly that it doe
not depend upon the nature of the material and wavelength of incident radiation.

Physical constants

Plank’s constant (h) = 6.63 10°"" Joule Second
Speed of light(c) = 3 « 10° m/s

Mass of electron ( m) = 9.1« 10°' Kg

Mass of proton = 1.67* 10°’ kg?"
495,13-14,Mid Term,,1st,physics,,,"--- Page 1 ---
» » GLA University, Mathura
Course: B.Tech, I-Year, [I - Mid Term (Odd Sem.) Examination, 2013-14
Subject: Engineering Physics - I (AHP-101)
Time: 90 Minutes M. M: 20
Notes:- |
1. Answer Any Four questions from Section A, Any Two from Section B and Any Two
from Section C.
- All questions of a particular section should be answered collectively at one place.
- Answer should be to-the-point and whatever required supplemented with neat sketches.
Any missing data may be assumed suitably giving proper justification.
Figures on the right-hand side margin indicate marks.

Section-A

Attempt any four questions. 1x4=4
Q.1 What are characteristics of laser beam?"
496,13-14,Mid Term,,1st,physics,,,"wawr

Q.2 What is the difference between ordinary and extra ordinary ray of polarisation?"
497,13-14,Mid Term,,1st,physics,,,Q.3 What is optical pumping?
498,13-14,Mid Term,,1st,physics,,,"Q.4 Classify optical fibres on the basis of material and modes.

Q.5 If numerical aperture for an optical fibre is 0.5, find the acceptance angle?"
499,13-14,Mid Term,,1st,physics,,,"Section-B
Attempt any two questions. 3x2=6
Q.1 Define specific rotation. A 20 cm long tube containing 40 cm?"
500,13-14,Mid Term,,1st,physics,,,"of sugar solution rotates the
plane of polarization by 11°. If the specific rotation of sugar is 66°, calculate the mass of sugar in
the solution. |
Q.2 What is quarter wave plate&Find the thickness of a quarter wave plate when the wavelength of
light is equal to 6000A and jin = 1.55, p= 1.54,

Q.3 Write the differences between step index and graded index fibre.

Section-C

Attempt any two questions. $x2=1@
Q.1 Discuss the superposition of two linearly polarized light waves having perpendicular vibrations
and derive the expressions for linearly, circularly and elliptically polarized light. —

Q.2 Discuss the Fresnel ‘s theory of optical rotation and derive the expression for the optical
rotation of plane of vibration by optically active substance.

Q.3 What are Einstein’s coefficients?"
501,13-14,Mid Term,,1st,physics,,,Derive relation between them.?
502,13-14,Mid Term,,1st,physics,,,"--- Page 1 ---
Uni. Roll No............0000000: a
Course: B.Tech, I-Year, | - Mid Term (Even Sem.) Examination, 2013-14
Subject: Engineering Physics - Il (AHP-102)
Time: 90 Minutes MM: 20
Section-A

Note:Attempt all five questions. Ix5=5

Q.1 Define the standard Ampere’s circuital law.

Q.2 Write the relation among D, E and P, where the symbols have their usual meaning.
Q.3 Using the Maxwell’s concept of displacement current, write the modified form of Ampere’s circuital
law.

Q.4 Write down that Maxwell’s equation which is based on the Faraday’s law.
Q.5 Express the pointing vector along which the electromagnetic field energy per unit area flows.

tion
Note: Attempt any three questions. 2x3=6

Q1. A parallel plate capacitor with plate area of 5 cm’ and plate separation of | mm has a voltage of 50
sin 10° 4 applied to its plates. Calculate the displacement current assuming € .. 2&p.

Q.2 Assuming that all the energy from a 1000 watt lamp is radiated uniformly, Calculate the
amplitudes of electric and magnetic fields of radiation at a distance of 5m from the lamp.

Q.3 Write down the integral forms of Maxwell’s equations and explain the physical significance
of each equation.

Q.4 A 0.2cm thick insulator of dielectric constant 6 is filled inside the plates, separated by | cm and of
area 100 cm’ of a parallel plate capacitor, the potential difference between the plates is 100V.Find the
value of E and P.

Section C

Note: Attempt any three questions. 3x3=9

Q.1 Derive an expression for plane electromagnetic wave in the free space and show that velocity of plane
electromagnetic wave in the free space is given by c = 1/V(u, E,).

Q.2 Derive an expression for plane electromagnetic wave in conducting medium and obtain the solution.

Q.3 Deduce poynting theorem for the flow of energy in an electromagnetic field .

Q.4 Obtain an expression for Lorentz equation for local field and hence deduce Claussius -
Mossotti relation in dielectrics subjected to static electric field.

( Physical data: 4,= 4nx 107 N/A?"
503,13-14,Mid Term,,1st,physics,,,", — €,=8.85x 10° C/Nm’)?"
504,13-14,Mid Term,,1st,physics,,,"--- Page 1 ---
Uni. Roll No........ soccecccccccccees ceccccccees

GLA University, Mathura
Course: B.Tech, I-Year, I - Mid Term (Odd Sem.) Examination, 2013-14
Subject: Engineering Physics - I (AHP-101)
Time: 90 Minutes M. M: 20
Notes:-
|. Answer Any Four questions from Section A, Any Two from Section B and Any Two
from Section C. ;
All questions of a particular section should be answered collectively at one place.
Answer should be to-the-point and whatever required supplemented with neat sketches.
Any missing data may be assumed suitably giving proper justification.
Figures on the right-hand side margin indicate marks.

PPrr

Section-A

Attempt any four questions. 1x4=4

Q.1 What is principle of superposition?"
505,13-14,Mid Term,,1st,physics,,,"Q.2 Write the conditions for minima and maxima in terms of phase difference.

Q.3 In Newton’s ring experiment, a dark spot is obtained at point of contact in reflected light. Explain why?"
506,13-14,Mid Term,,1st,physics,,,Q.4 What is Fraunhoffer diffraction?
507,13-14,Mid Term,,1st,physics,,,"Q.5 Write two differences between interference and diffraction.

Section-B

Attempt any two questions. 3x2=6

Q.1 What are coherent sources?"
508,13-14,Mid Term,,1st,physics,,,"Two coherent sources of intensity ratio a’ interfere. Prove that in the

. Imax* 1 a?"
509,13-14,Mid Term,,1st,physics,,,"+1

interference pattern, se =
Q.2 A biprism is illuminated by the light (wavelength range 4000 A to 8000 A) coming from a slit. On a
screen 160 cm away from the slit a colored interference pattern is obtained by coherent sources (formed by
biprism) which are at a distance of | mm. If a pin hole is made on this screen at a distance of 4.0 mm from
the central white fringe, what wavelengths will be absent in the transmitted light?"
510,13-14,Mid Term,,1st,physics,,,"Q.3 Two plane glass surfaces in contact along one edge separated at the opposite edge by a thin wire. If 40
fringes are observed between these edges in sodium light (A = 5890 A) for normal incidence, what is the
thickness of the wire?"
511,13-14,Mid Term,,1st,physics,,,"Explain the shape of interference fringes formed between these glass surfaces.

Section-C

Attempt any two questions. §x2=10

Q.1 What is meant by interference?"
512,13-14,Mid Term,,1st,physics,,,"Derive an expression for the resultant intensity due to superposition of
two waves of amplitudes a, and a) and having a constant initial phase difference 5. Using it plot intensity
distribution curve for these superimposing waves.

Q.2 Explain the formation of Newton’s rings in reflected light. Derive an expression for the diameter of dark
ring of order n in Newton’s ring experiment immersed in a liquid of refractive index p. In Newton’s ring
experiment the diameters of 6"" and 14™ dark rings are 0.500 cm and 0.800 cm respectively. Deduce the
diameter of 22"" dark ring.

Q.3 Obtain the expressions for the positions of bright and dark fringes formed due to the superposition of
light waves coming from two coherent monochromatic sources. Using one of these expressions find the
expression for the fringe width. What will happen if monochromatic sources are replaced by white light
coherent sources in above case?"
513,12-13,Mid Term,,1st,physics,,,"--- Page 1 ---
CQ Ee -
SET-A

GLA University, Mathura
Course:- B.Tech. l-Year, I-Mid Term (Even Sem.) Examination, 2012-13
Subject:- Physics-Il (AHP-102)

Time:- 90 Minutes M.M.:- 20
Note:-
Answer all questions from Group A (which is) compulsory, Any Two from Group B and Any Two from
Group C.
Group —A (All Questions are compulsory) 08x0.5=04
Ql. (@®) The concept of displacement current was proposed by
© Maxweil @ Faraday
e Ampcre e Gauss

(ji) Maxwell's modified Ampere’s Law is valid
@ Only when electric field varies with time @ Only w _ electric field is static
@ In both of the above situations © None of these

(iii) The Maxwell's equation which interprets that isolated magnetic poles do not exist is
e@ divE= ple e divB= 0
e curlE = -CB/ct @ curlB= poJ+ wy mdh/a

(iv) [fa plane electromagnetic wave is propagating along x-axis and the amplitude of electric field is
along y-axis, then the magnetic field would be
@ along x-axis e@ along y-axis
e@ along z-axis @ along any direction

(v) Of the following, which one is the consequence of the maxwell’s equations?"
514,12-13,Mid Term,,1st,physics,,,"e B= mH e D=aHE

© D=qHE+P @ c=I/V pom
(vi) Which relation is true for an electromagnetic wave?"
515,12-13,Mid Term,,1st,physics,,,"@ Bo= pemcEs e@ Bo= ck

@ Fe= potecBy @ C=V jlo &

(vii) “The work done on the charges by the electromagnetic force is equal to the decrease in energy
stored in the field, less the energy which flowed out through the surface” is the statement of
e@ Gauss’s theorem © Stoke's theorem
e Gauss’s divergent theorem @ Poynting theorem

(viii) The energy per unit time, per unit area transported by the electromagnetic fields is expressed as

>
© $= 1/p(ExB) e S=ExB)
> >>
e@ S=p.(ExB) + ¢- / e9(ExBy
Group -B
(Attempt any two questions) 3x2=6

QI. Explain the concept of displacement current and write the modified form of Ampere’s circuital law. Also driv
the equation of continuity.

Q2. A parallel plate capacitor with plate area of 5 cm’ and plate separation 3mm has a voltage of 50 sin 10°t applic —
to its plates. Calculate the displacement current assuming & = 2 € .

Q3. Write down the integral forms of maxwell’s equations with their physical significances.

Group — C
(Attempt any two questions) 5x2=10

QI. Write the differential forms of maxwell’s equations for free space and use them to show that the plan
electromagnetic waves travel in the free space with the velocity equal to the speed of light.

Q2. Obtain the equations of electric and ic fields of the electromagnetic wave in conducting media. Find th
skin depth (8) at a frequency of 3.0x10° Hz in a good conductor(aluminium), where o = 38 0x 10° S/m and He = |.
Also calculate the attenuation parameter (a).

Q3. Discuss Langevin’s theory for a paramagnetic gas and derive the expression of paramagnetic succeptibility for:
gas system.

P ons
Ho = 42x10” weber/Amp-m

&= 8.85 x 10"" C/N-m’?"
516,15-16,Mid Term,,1st,physics,,,"--- Page 1 ---
22:05 40 - Q@xte TNey4

g ° -s
’

Pa

B.Tech. I Year I Mid-Term (If Semester) Examination, 2015-16
— Engineering Physics (AHP-1001)
Time: 1:30 hours M.M. 20

Section-A
Note: Attempt all questions. (1x5 =5)

1. Why the central fringe in Biprism experiment is obtained white?"
517,15-16,Mid Term,,1st,physics,,,"Explain.

2. If the source of monochromatic light in Young's double slit experiment
is replaced by white light source, what would be the color of central
spot?"
518,15-16,Mid Term,,1st,physics,,,3. What is meant by rotatory polarization?
519,15-16,Mid Term,,1st,physics,,,"4. If the plane polarized light is passed through a half wave plate, which
type of polarized light would be obtained in the emergent light?"
520,15-16,Mid Term,,1st,physics,,,"5, On which optical property of light the optical fibre works?"
521,15-16,Mid Term,,1st,physics,,,"Section -B
Note: Attempt any three questions. ( 2x3=6)

1. In Young’s double slit experiment the 9"" bright fringe is found at 8.80
mm from 2"""" dark fringe on a screen placed at the distance of 1 meter
from the coherent sources of separation 0.5 mm. Calculate the
wavelength of light used in the experiment.

2. Ina biprism experiment the micrometer readings for zero order and
tenth order fringes are 1.25 mm and 2.50 mm, respectively when light
of 4 = 6.0 x 10cm is used. What will be the position of zero order and
tenth order fringes if i is changed to 5000 A?"
522,15-16,Mid Term,,1st,physics,,,"3, Newton’s rings are observed between a convex lens and a plane glass
plate. The diameter of n” and (n+5)"" dark rings are 10.5 mm and 12.5
mm. Deduce the diameter of (n-5)"" dark ring.

4. Plane polarised light of wavelength 5000A is incident on a thin quartz
plate cut with faces parallel to the optic axis. Calculate (i) the ratio of
amplitude of the ordinary and extraordinary if the plane of vibration
of the incident light makes an angle of 30° with optic axis, (ii) the
minimum thickness of the plate for which the O and E waves will
combine to produce plane polarised light. Given p, = 1.55, p= 1.53.

(P.1.0.)

Section-C

Attempt any three questions, | ~ (3x3=9)

1, Discuss the theory of interference fringes applicable in Young's

double slit experiment and hence obtain the expression for fringe-
width.

2. Show that the diameters of the bright rings obtained in Newton’s
rings experiment is proportional to the square root of odd natural

numbers and for dark rings it is proportional to the square root of
all natural numbers.

3. Discuss theoretically the superposition of two linearly polarized
waves having perpendicular vibrations and propagating through a
thin plate of calcite. Also discuss the special case of circularly
polarized light.

4. Define the acceptance angle. Obtain the expression for acceptance

angle in terms of refractive indices of core and cladding of the
optical fibre.?"
523,15-16,Mid Term,,1st,physics,,,"--- Page 1 ---
ee Q@sy'Slens

€ 2ndmidtermpdf E] [Q

fr, / _-
/

B. Pech Ist Year Il Mid-Term ( i Semester) Examination, 2015-16
Engineering Physics (AHP-1001)
‘dime: 90Minutes M.M. 20

Section A

Note: Attempt all questions. (i x 5=5)

I. State the Gauss’s law of electrostatics.

Il. Write down the equation of continuity.

ll]. Express the Poynting vector in terms of electromagnetic
fields.

IV. If the skin-depth of EM wave in sea water is 0.005m,
calculate the attenuation constant.

V. Write the relation between E, D and P applicable in
dielectric medium.

Section B
Note: Attempt any three questions. (2 x3=6)

i. Determine the conduction and displacement current
densities in a material having conductivity 10° S/m and ¢, =
2.25 The electric field in the material is 5x10° sin (9x10° t)
V/m.

Il. The permeability, permittivity and conductivity of
aluminum are p1,=1, ¢,=1 and o = 3.50x10"" mho/m. Find the
skin depth and wave velocity, if the wave enters into the
conductor with frequency 100 MHz |

| (P.T.O)

Z

--- Page 2 ---
22:04 4a - @sy Glens

Ill. If earth receives 5 cal min’ cm” solar energy, what are the
amplitudes of electric and magnetic fields of radiation?"
524,15-16,Mid Term,,1st,physics,,,"IV. A 0.3 cm thick insulator of dielectric constant 10 is filled
inside the plates, separated by 1 cm and area of plates 100
cm’ of a parallel plate capacitor, the potential difference

between the plates is 100V. Find the value of D and P.

Section C
Note: Attempt any three questions. (3 x*3=9)

i. Find the expression for electric field due to a non-
conducting charged sphere of radius R at the points
considered (i) inside the sphere (ii) at the surface of sphere
and (iii) outside the sphere.

IJ. State and prove the Poynting theorem.

Ill. Show that the electromagnetic waves travel in free space
with the speed of light.

IV. Derive the expression for local field in a dielectric and
hence obtain the Clausius-Mossotti relation.

. Physical Constants
Permeability of free space bo = 41x10"" N/A’

Permittivity of free space ¢) = 8.85X10""?"
525,15-16,Mid Term,,1st,physics,,,C’/N-m’?
526,15-16,Mid Term,,1st,physics,,,"--- Page 1 ---
22:02 4a - @sy sles

1SiSece€2.

B.Tech, I-Year, | - Mid Term Examination, 2015-16

Subject: Engineering Physics (AHP-1001)
Time: 90 Minutes M. M: 20

Section-A
Attempt all five questions. 1x5=5

i. | Write two important properties of coherent sources.

ii. In an interference experiment, if the monochromatic source of light
is replaced by white light source, what would be the color of the
zeroth order fringe?"
527,15-16,Mid Term,,1st,physics,,,"|

iii. Two identical light waves each of amplitude 2 units superimpose
with path difference of 4, calculate the resultant intensity at the
point of superposition.

iv. Distinguish O- ray and E- ray in the phenomenon of double
refraction.

v. Write the relation between numerical aperture and acceptance angle for an
optical fibre. 33

Section B

Attempt any three questions. 2x3=6

i. Two coherent waves having amplitudes 3 units and 2 units
respectively, produce interference pattern. Find the ratio of intensity
at the center of bright fringe to the intensity at a point one half of
the distance between two fringes from the centre. .

ii. A monochromatic light of wavelength 5000A from a narrow slit is
incident on a double slit. If the overall separation of 10 fringes on a
screen 200cm away from the slit is 2.0cm, find the double slit
separation.

(P.T.O.)

--- Page 2 ---
iii.

In Fresnel’s bi-prism experiment, the obtuse angle of the bi-prism is
174° and p= 1.5. Interference fringes are found with source of
wavelength 6000 A located 10cm from the bi-prism and source to
screen distance is 100cm. Find the maximum number of fringes that
can be observed.

A 30 cm long tube containing 72cm’ of sugar solution rotates the
plane of polarization by 12° .If the specific rotation of sugar is 72

deg (dm)"" (gm/ce)"" calculate the mass of sugar in solution.

Section C

Attempt any three questions from section C.  - 3x3=9

iii

iv. ~

Why the center of Newton’s rings is found dark?"
528,15-16,Mid Term,,1st,physics,,,"Derive the
expression for the diameter of the nth dark ring in the Newton’s
rings experiment.

Define the fringe width as observed in the Young’s double slit
experiment. Derive the expression for fringe-width.

Explain the phenomenon of optical rotation. Using Fresnel’s theory
of optical rotation, show that the optical rotation of the polarized
plane through angle 96 = “(1 - Lp) » where symbols have their
usual meaning.

Define the acceptance angle and the numerical aperture of an optical

fibre. Derive the expression for acceptance angle in terms of

refractive indices of core and cladding.?"
529,22-23,Mid Term,,1st,physics,,,"--- Page 1 ---
Course Name: Engineering Physics

Course Outcomes

CO1- Understand phenomenon of interference, diffraction of light waves and variation of
intensities in these phenomenon.

CO2- Discuss polarization of light wave, double refraction and specific rotation.

CO3- Explain solids, superconductors and conductivity variation with temperature for

CO4- Explain special theory of relativity in fields of physics and engineering.

COS- Understand fundamentals of quantum mechanics, Schridinger’s wave equations to
deal with physics problem.

Printed Pages: 2 University Roll No. ..........ccceeseeeeeeee

Mid Term Examination, Odd Semester 2022-23
Program: B. Tech., Year: 1, Semester: I
Subject Code: BPHS0002, Subject: Enginecring Physics
Time: 2 Hours Maximum Marks: 30

Section -—A
Attempt All Questions 3 x 5=15 Marks
|Marks| CO | BL | KL |

a i a OS
Show that the phenomenon of interference follows es
the law of conservation of nergy

(5 Distinguish between interforence and diffecion. [3-11 UTC

Define specific rotation. A sugar solution in a tube of
length 20 cm produces an optical rotation of 13.9°.
The solution is then diluted to one third of its
previous concentration. Find the optical rotation
produced by 30 cm tube containing the dilute
solution.

A biprism of obtuse angle 176° is made of glass of
refractive index 1.5. A_ slit illuminated with
monochromatic light is placed 20 cm behind the

biprism and width of interference fringes formed on
a screen 80 cm in front of biprism is found to be

8.25« 10° cm. Calculate the wavelength of lig

Page 1of2

Attempt All Questions 5 x 3= 15 Marks

(i) Deduce the temperature independent expression
for conductivity of semiconductors in terms of
concentration and mobilities of electrons and
holes existing in them.

(ii) Explain the following terms:

(a) Superconductivity (b) Transition temperature

Light rays from two coherent sources superpose
with each other on a screen placed at some distance
from these sources. Derive the expression for the
Or

Deduce the expression for the diameter of nth order
dark ring forming in the Newton's ring experiment.
Diameter of 4"" and 12"" dark rings in Newton’s ring
experiment are 0.400 cm and 0. 700 cm respectively.
Compute the diameter of 20"" dark ring

Explain the Fraunhofer diffraction due to a single

slit and obtain the expression for resultant intensity ‘
at a point in the diffraction pattern. Also find the

intensity at central maximum and positions of

minima forming in the diffraction pa ,?"
530,10-11,Mid Term,,1st,physics,,,"--- Page 1 ---
GLA University ,Mathura
B.Tech I* Year {*' Semester
First midterm Examination 2010-2011

Max. Time: 1.5 hrs. Physics M.M.:40

Note: Attempt all sections

Section A
Attempt all questions 1x10 = 10
Q.1 Earth is
(i) a non — inertial frame (ii) an inertial frame (iii) inertial frame at night and non-inertial at day
(iv) None of these
Q.2 The postulates of special theory of relativity are applicable to’
(i) Accelerated frame (ii) Inertial frame (iit) Stationary frame —_ (iv) None of these

Q.3. In Lorentz transformations

(i) x! =x/J1—v2/c2 (ii) x’ =x -—vt/J1— v2/c2 - (iii) x’ =x + vt/Jf1 = 02/2
(iv) x! = x. vt/,/1 = v2/c2

Q.4 Two photons approach each other. Their relative velocity will be

{i) 2c (ii) c (iii) c/2 (iv) 0

Q.5 Decay of u-mesons supports

(i) Time dilation (ii) Length contraction (iti) relativity of mass (iv) Relativity of energy
Q.6 Effective mass of e depends on

{a} Electron concentration of conduction band

(b) Hole concentration of valance band

(c) Curvature of conduction band

(d) Width of valance band

Q.7 The forbidden energy gap of carbon in diamond structure is

{a) 0.7 ev (b) 1 ev (c) 0.01ev (d) None of these
Q.8 The Fermi level in an n-type semiconductor at OK lies

(a) Below the donor level

--- Page 2 ---
(b) Half way between the conduction band and donor level
(c) Coincides with intrinsic Fermi level
(d) None of these
Q.9 The density of carriers in a pure semiconductor is proportional to
(a) Exp (-Eg/KgT) (b) Exp (-2Eg/KgT)
(c) Exp (-Eg/KeT”) {d) Exp (-Eg/2KT)
Q.10 The depletion region in an open circuited p-n junction contains
(a) Electrons (b) Holes
(c) Uncovered immobile impurity ions
{d) Neutralized impurity atoms

. Section-B 8x2 =16
Attempt any two questions

Q.1 (a) Show. from Lorentz transformation that two events simultaneous (t;=t,) at different positions
(x1#x9) ina reference frame S.are not simultaneous in another reference frame. : 4

(b) Show that the relativistic the form of Newton's second low, when F is parallel to vis 4

F = md /dt(\—v2/e2y7?"
531,10-11,Mid Term,,1st,physics,,,Q.2 (a) Prove the relation E?
532,10-11,Mid Term,,1st,physics,,,-p’c?
533,10-11,Mid Term,,1st,physics,,,"=m,?"
534,10-11,Mid Term,,1st,physics,,,"c* where p is the momentum. 4
(b) Verify the statement that no Particle can attain a velocity larger than velocity of fight c. 4
Q.3 (a) what are donor and acceptor impurities. Give an example of each. 2+2+14+1

(b) Show the position of donor and acceptor level in an intrinsic semiconductor with suitable diagram.
2
Section C
Attempt any one question

Q.1 Deduce Einstein’s mass-energy relation E=mc’ and discuss it. Give some evidence showing its validity.
14x1 = 14

Q.2(a) Distinguish between intrinsic and extrinsic semiconductor obtain an expression for the carrier
concentration for an intrinsic semiconductor. 7

(b) What is Hail effect. Obtain an repression for Hall coefficient. : 7,?"
535,22-23,Mid Term,,1st,physics,,,"--- Page 1 ---
a = ; Qa 3 Tal

J Course Name:

Course Outcome
CO1- Understand phenomena of Interference, Diffraction, Variation of intensities in
them, and their applications in daily life.
CO2- Discuss polarization of Light wave, double refraction, production and analysis of
different polarized light waves and optical activity.
CO3- Understand fundamentals of Quantum mechanics, Schrodinger’s wave equations to
deal with physics problem.
CO4- Familiar with Maxwell equations and use them to study the Propagation of E-M
waves in free space and conducting medium
COS- Understand the principle and working of Lasers. ‘ ‘
C06- Familiar with mechanism of communication through Optical Fibre Cables and signal
losses.

Printed Pages: 02 University Roll No. .....ccceeeeeeeeeeees
Mid Term Examination, Odd Semester 2022-23
B. Tech. (Hons.) CS, I Year, I Semester
BPHS 1004 Engineering Physics

Time: 2 Hours Maximum Marks: 15
Section —A

1 X 3 =3 Marks

Why excessively thin fi
appear dark?"
536,22-23,Mid Term,,1st,physics,,,"Mention the physi

Explain how
polarized lig

Express why Interference pattern appears circular in
Newton's ring experiment. Generally the center of
Newton's ring interference pattern appears dark.
Describe a method/process/arrangement by which it
can be made bright”

In Fresnel’s biprism experiment, the fringe width is
found to be 0.196mm when observed at a distance
1.00m from the slit. When convex lens was placed at
two places between biprism and eye-piece, the
separation between images was found to be 6.00mm
eth of light used.
Two polarizing sheets have their directions lel
so that the intensity of transmitted light is maximum.
Through what angle must either sheet be turned so

that the intensity becomes one half of initial value?"
537,22-23,Mid Term,,1st,physics,,,"Section —C
Attempt All Questions 3 X 2=6 Marks
No. | Detail of Question “Marks | CO | BL| KL |

For a single slit diffraction pattern, show that
successive maxima bears the intensity ratio
° '

Deduce the de Broglie wavelength of relativistic
particle having rest mass mo and kinetic energy K.
Evaluate de Broglie wavelength associated with an
electron of IMeV.?"
538,22-23,Mid Term,,1st,physics,,,"--- Page 1 ---
UNGerTstane PUNGEMenS OF QUATIUIT THOCHAMIUS, OCMTUGHIERT 3 Wave IU
deal with physics problem. y ss

Printed Pages: 2 University Roll No. ...........cceeeeeeeeeee

Mid Term Examination, Even Semester 2022-23
Program: B. Tech., Year: I, Semester: II
Subject Code: BPHS 0002, Subject: Engineering Physics-!
Time: 2 Hours Maximum Marks: 30

estions : 3 x §= 15 Marks
Detail of Question | Marks {| CO | BL | KL |

Two waves of amplitudes a; and a2 having phase pf fale
A

difference 5 are superposing with each other. Deduce
the expression for resultant intensity due to
In an interference pattern the ratio between
maximum and minimum intensities is 36:1. Find the
ratio between amplitude and intensities of the two y
interfering waves.
He Distinguish between Fraunhofer and Fresnel class of
a ak
Define the following terms:
(i) Plane polarized light (ii) Polarisation (iii) Plane of
vibration
Explain transition —_ temperature.
temperature of Pb is 7.2 K. The critical magnet field
of Pb at 5 K is 3.3x10* A/m. Estimate its critical
agnetic field at 0 K.

Page 1 of 2

. Section — B

Attempt All Questions 5 x 3 = 15 Marks
Detail of Question [co [BL] Kt |

Explain Hall effect. Deduce the expression for Hall
coefficient in terms of Hall voltage, thickness of the
solid, current flowing in it and magnetic field
applied. Hall coefficient of a conductor is 8.0% 10°
m2/Coulomb. Calculate the concentration of
electrons in it (Charge of electron(e) =1.6 x10°9
Coulomb).

Obtain the expression for resultant intensity at a
point in the diffraction pattern formed due to single
a slit. Also find the direction of central maximum.
Light rays of wavelength 5.5 10° cm are falling on
a slit of width 22x10 cm. Compute the angular
positions of first minima in the diffraction pattern
lying on either side of central maximum.
Or
i) Deduce the expression for the diameter of nth
order bright ring forming in the Newton’s ring
experiment in reflected light.
ii) Light containing two wavelengths Xu and 2 fall
normally on a Plario convex lens of radius of
curvature R resting on a plane glass plate. If the
n"" dark ring due to A; coincides with (n+l )® dark
ring due to 42, then prove that the radius of nth
dark ring of wavelength 21 is aes |
(a-A2)
Two perpendicular vibrations after emerging from
a calcite crystal are superposing with each other.
Find the equation of the locus of the resultant light
vector forming due ‘to superposition of these
vibrations. Using it show that plane and circularly
polarized lights are the special case of elliptically
polarized light.

Page 20f2?"
